Area,Type,Key,English,Russian,German,Spanish,Portuguese,Japanese,Korean
Runes,,#RUNES_FORTITUDE,Rune of Fortitude,Руна Стойкости,Tapferkeitsrune,Runa de la fortaleza,Runa da Fortitude,不屈のルーン,불굴의 룬
Runes,,#RUNES_FORTITUDE_DESC1,Stand up to the heat.,Найден в жерле вулкана Арагац. Защищает от любого жара.,Halte der Hitze stand.,Resiste el calor.,Encare o calor de frente.,熱気などなんのその。,더위에 맞설 수 있어요.
Runes,,#RUNES_FORTITUDE_DESC2,Smelting requirements,Ресурсы для сплавов,Schmelzanforderung,Requisitos de fundición,Requisitos fundição,精錬の必要量,제련 요구 사항
Runes,,#RUNES_INSIGHT,Rune of Insight,Руна Понимания,Einsichtsrune,Runa de la perspicacia,Runa Inspiração,洞察のルーン,통찰의 룬
Runes,,#RUNES_INSIGHT_DESC1,It feels somewhat inspirational to just have it lying around.,"Вдохновляет, когда он просто лежит где-то рядом.","Es ist inspirierend, sie einfach herumliegen zu haben.",Resulta algo inspirador tenerla por ahí tirada.,Só de tê-la por perto já é uma inspiração.,ただそこに在るだけで、創造性が掻き立てられる。,그냥 놓기만 해도 뭔가 영감이 떠오르는 것 같아요.
Runes,,#RUNES_INSIGHT_DESC2,Crafting requirements,Ресурсы для Крафта,Fertigungsanforderung,Requisitos de creación,Requisitos criação,製造の必要量,제작 요구 사항
Runes,,#RUNES_WEALTH,Rune of Wealth,Руна Богатства,Reichtumsrune,Runa de la riqueza,Runa Riqueza,富のルーン,부의 룬
Runes,,#RUNES_WEALTH_DESC1,"The light literally bends around this rune, giving it an outlandish disco glow.","Свет буквально огибает эту руну, придавая ей диковинное свечение.",Das Licht umhüllt diese Rune und verleiht ihr einen ausgefallenen Disco-Glanz.,La luz se curva alrededor de esta runa.,"A luz literalmente contorna esta runa, dando um brilho de discoteca estranho.",このルーンの周囲では光が面妖に屈折する。まるでディスコのアレのような輝きを放つ。,빛은 문자 그대로 이 룬 주위를 휘감아 돌며 기이한 광채를 발합니다.
Runes,,#RUNES_WEALTH_DESC2,Bar and item prices,Цена слитков и предметов,Barren- und Item-Preise,Precios de los lingotes y los objetos,Preços de barras e itens,鋳塊とアイテムの価格,막대 및 아이템 가격
Runes,,#RUNES_TRIBE,Rune of the Tribe,Руна Племени,Stammesrune,Runa de la tribu,Runa da Tribo,部族のルーン,부족의 룬
Runes,,#RUNES_TRIBE_DESC1,"The snows fall and the white winds blow, the lone orc dies but the tribe survives","Холод окрепнет, настанет время, один орк умрет, выживет племя","Es schneit, es wehen die weißen Winde, der einsame Ork stirbt, der Stamm überlebt.","La nieve cae y los vientos blancos soplan, el orco solitario perece, pero la tribu permanece.","A neve cai e os ventos sopram. O orc solitário morre, mas a tribo sobrevive.",雪が落ち、白い風が吹きすさぶ。はぐれオークは死すも、部族は生きながらえる。,눈이 내리고 백색 돌풍이 불어닥치고 외로운 오크는 죽지만 부족은 살아남습니다.
Runes,,#RUNES_TRIBE_DESC2,Chief bonuses,Бонусы героев,Anführerboni,Bonif. de líderes,Bônus Chefe,チーフボーナス,부족장 보너스
,,,,,,,,,
Research,,#SKILLTREE_CAMP,Camp,Лагерь,Lager,Campamento,Campo,野営地,주둔지
Research,,#SKILLTREE_DESC,Build and Upgrade,Строительство и улучшения,Bauen und aufwerten,Construir y mejorar,Construa e melhore,建造＆アップグレード,건설 및 업그레이드
Research,Button,#SKILLTREE_UNLOCK,Unlock,Купить,Entsp.,Desbloquear,Abrir,解放,잠금 해제
Research,Button,#SKILLTREE_BUILD,Build,Построить,Bauen,Construir,Construir,建設,건설
Research,Button,#SKILLTREE_RESEARCH,Research,Изучить,Erforschen,Investigar,Pesquisar,研究,연구
Research,,#SKILLTREE_UNLOCKED,Completed,Завершено,Abgeschlossen,Completado,Concluído,完了,완료
Research,,#SKILLTREE_BUILT,Built,Построено,Gebaut,Construido,Construído,建設済,건설됨
Research,,#SKILLTREE_COMPLETED,Completed,Изучено,Erforscht,Investigado,Pesquisado,研究済,연구됨
Research,,#SKILLTREE_CHAPTER_LOCKED,Unlock in next chapters,Откроется в следующих главах,Freischalten in den nächsten Kapiteln,Desbloquear en los próximos capítulos,Desbloquear nos próximos capítulos,次の章でアンロックします,다음 장에서 잠금 해제합니다
Research,,#SKILLTREE_SHIPMENT_LOCKED,Complete Shipment {0} to unlock,Завершите Поставку {0} чтобы разблокировать,"Schließe Lieferung {0} ab, um freizuschalten",Completa el Envío {0} para desbloquear,Conclua a Remessa {0} para desbloquear,出荷 {0} を完了してアンロック,배송 {0}을 완료하여 잠금 해제
Research,,#SKILLTREE_SELECT_CAMP_RESEARCH,Select Node,Выберите узел,Knoten wählen,Seleccionar nodo,Selecione o nó,ノードを選択,노드 선택
Research,,#SKILLTREE_GREAT_HALL1,Great Hall,Дом Вождей,Großer Saal,Gran Salón,Salão,大集会場,전당
Research,,#SKILLTREE_GREAT_HALL1_DESC,A heart of every mining camp,Сердце любого лагеря шахтеров,Das Herzstück jedes Minenlagers,El corazón de todo campamento minero.,Centro do campo de mineração,あらゆる採掘野営地の中枢。,모든 채굴 주둔지의 중심부
Research,,#SKILLTREE_GREAT_HALL2,Great Hall II,Дом Вождей II,Großer Saal II,Gran Salón II,Salão II,大集会場 II,전당 II
Research,,#SKILLTREE_GREAT_HALL2_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL3,Great Hall III,Дом Вождей III,Großer Saal III,Gran Salón III,Salão III,大集会場 III,전당 III
Research,,#SKILLTREE_GREAT_HALL3_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL4,Great Hall IV,Дом Вождей IV,Großer Saal IV,Gran Salón IV,Salão IV,大集会場 IV,전당 IV
Research,,#SKILLTREE_GREAT_HALL4_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL5,Great Hall V,Дом Вождей V,Großer Saal V,Gran Salón V,Salão V,大集会場 V,전당 V
Research,,#SKILLTREE_GREAT_HALL5_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL6,Great Hall VI,Дом Вождей VI,Großer Saal VI,Gran Salón VI,Salão VI,大集会場 VI,전당 VI
Research,,#SKILLTREE_GREAT_HALL6_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL7,Great Hall VII,Дом Вождей VII,Großer Saal VII,Gran Salón VII,Salão VII,大集会場 VII,전당 VII
Research,,#SKILLTREE_GREAT_HALL7_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL8,Great Hall VIII,Дом Вождей VIII,Großer Saal VIII,Gran Salón VIII,Salão VIII,大集会場 VIII,전당 VIII
Research,,#SKILLTREE_GREAT_HALL8_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL9,Great Hall IX,Дом Вождей IX,Großer Saal IX,Gran Salón IX,Salão IX,大集会場 IX,전당 IX
Research,,#SKILLTREE_GREAT_HALL9_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL10,Great Hall X,Дом Вождей X,Großer Saal X,Gran Salón X,Salão X,大集会場 X,전당 X
Research,,#SKILLTREE_GREAT_HALL10_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL11,Great Hall XI,Дом Вождей XI,Großer Saal XI,Gran Salón XI,Salão XI,大集会場 XI,전당 XI
Research,,#SKILLTREE_GREAT_HALL11_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL12,Great Hall XII,Дом Вождей XII,Großer Saal XII,Gran Salón XII,Salão XII,大集会場 XII,전당 XII
Research,,#SKILLTREE_GREAT_HALL12_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL13,Great Hall XIII,Дом Вождей XIII,Großer Saal XIII,Gran Salón XIII,Salão XIII,大集会場 XIII,전당 XIII
Research,,#SKILLTREE_GREAT_HALL13_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL14,Great Hall XIV,Дом Вождей XIV,Großer Saal XIV,Gran Salón XIV,Salão XIV,大集会場 XIV,전당 XIV
Research,,#SKILLTREE_GREAT_HALL14_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL15,Great Hall XV,Дом Вождей XV,Großer Saal XV,Gran Salón XV,Salão XV,大集会場 XV,전당 XV
Research,,#SKILLTREE_GREAT_HALL15_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL16,Great Hall XVI,Дом Вождей XVI,Großer Saal XVI,Gran Salón XVI,Salão XVI,大集会場 XVI,전당 XVI
Research,,#SKILLTREE_GREAT_HALL16_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL17,Great Hall XVII,Дом Вождей XVII,Großer Saal XVII,Gran Salón XVII,Salão XVII,大集会場 XVII,전당 XVII
Research,,#SKILLTREE_GREAT_HALL17_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL18,Great Hall XVIII,Дом Вождей XVIII,Großer Saal XVIII,Gran Salón XVIII,Salão XVIII,大集会場 XVIII,전당 XVIII
Research,,#SKILLTREE_GREAT_HALL18_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_GREAT_HALL19,Great Hall XIX,Дом Вождей XIX,Großer Saal XIX,Gran Salón XIX,Salão XIX,大集会場 XIX,전당 XIX
Research,,#SKILLTREE_GREAT_HALL19_DESC,Unlock a new mining area and build roads,Открыть новую область с шахтами и построить дороги,Neues Abbaugebiet freischalten und Straßen bauen,Desbloquea nueva zona minera y construye caminos,Desbloqueie nova área de mineração e construa estradas,新しい採掘エリアを解放し、道を建設,새 광산 지역을 열고 길을 건설하세요
Research,,#SKILLTREE_MESS_HALL,Mess Hall,Столовая,Speisesaal,Cantina,Refeitório,食堂,식당
Research,,#SKILLTREE_MESS_HALL_DESC,Employ the most distinguished workers of the tribe,Нанимайте самых выдающихся орков племени,Stelle die angesehensten Arbeiter des Stammes ein,Emplea a los trabajadores más distinguidos de la tribu.,Empregue os operários mais distintos da tribo,部族でも特に名のある職人たちを雇うべし。,부족에서 가장 뛰어난 광부를 고용합니다
Research,,#SKILLTREE_DINING_TABLE,Dining Table,Обеденный стол,Esstisch,Mesa de comedor,Mesa de Jantar,食卓,식탁
Research,,#SKILLTREE_DINING_TABLE_DESC,+10% to all chief bonuses,Бонусы всех героев +10%,+10% auf alle Anführerboni,+10 % a todas las bonif. de líderes.,+10% para bônus de chefe,全チーフボーナス+10%,모든 부족장 보너스 +10%
Research,,#SKILLTREE_GRINDSTONE1,Grindstone,Точильный камень,Schleifstein,Afiladora,Mó,砥石,숫돌
Research,,#SKILLTREE_PAVEMENT1,Pavement,Тротуар,Gehweg,Pavimento,Pavimentação,舗装,포장 도로
Research,,#SKILLTREE_POWER_DRUMS1,Power Drums,Барабаны ритма,Power-Trommeln,Tambores,Tambores,力の太鼓,파워 드럼
Research,,#SKILLTREE_GRINDSTONE2,Grindstone II,Точильный камень II,Schleifstein II,Afiladora II,Mó II,砥石 II,숫돌 II
Research,,#SKILLTREE_PAVEMENT2,Pavement II,Тротуар II,Gehweg II,Pavimento II,Pavimentação II,舗装 II,포장 도로 II
Research,,#SKILLTREE_POWER_DRUMS2,Power Drums II,Барабаны ритма II,Power-Trommeln II,Tambores II,Tambores II,力の太鼓 II,파워 드럼 II
